순번,한자,구자,급수,부수,음,훈,内音,内訓,外音,外訓,音,訓
1957,役,,8,彳,역,역할,ヤク・エキ,,,つと(め)・いくさ,ヤク・エキ,つと(め)・いくさ
1958,約,,7,糸,약,약속,ヤク,,,ちか(う)・つづ(める)・つづま(やか)・つま(しい),ヤク,ちか(う)・つづ(める)・つづま(やか)・つま(しい)
1959,訳,譯,5,言,역,"이유, 번역",ヤク,わけ,エキ,と(く),ヤク・エキ,わけ・と(く)
1960,薬,藥,8,艸,약,약,ヤク,くすり,,,ヤク,くすり
1961,躍,躍,4,足,약,뛰어 오르다,ヤク,おど(る),テキ,,ヤク・テキ,おど(る)
1962,闇,,2,門,암,어둠,,やみ,アン,くら(い),アン,やみ・くら(い)
1963,由,,8,田,유,"까닭, 사정",ユ・ユウ・ユイ,よし,,よ(る)・なお…(ごとし),ユ・ユウ・ユイ,よし・よ(る)・なお…(ごとし)
1964,油,,8,水,유,기름,ユ,あぶら,ユウ,,ユ・ユウ,あぶら
1965,喩,,2,口,유,깨우치다,ユ,,,たと(える)・さと(す)・よろこ(ぶ),ユ,たと(える)・さと(す)・よろこ(ぶ)
1966,愉,愉,2.5,心,유,즐겁다,ユ,,,たの(しい)・たの(しむ),ユ,たの(しい)・たの(しむ)
1967,諭,諭,2.5,言,유,타이르다,ユ,さと(す),,,ユ,さと(す)
1968,輸,輸,6,車,수,보내다,ユ,,シュ,おく(る)・うつ(す)・いた(す)・ま(ける),ユ・シュ,おく(る)・うつ(す)・いた(す)・ま(ける)
1969,癒,癒,2.5,疒,유,병 낫다,ユ,い(える)・い(やす),,,ユ,い(える)・い(やす)
1970,唯,,2.5,口,유,오직,ユイ・イ,,,ただ,ユイ・イ,ただ
1971,友,,9,又,우,친구,ユウ,とも,,,ユウ,とも
1972,有,,8,月,유,있다,ユウ・ウ,あ(る),,も(つ),ユウ・ウ,あ(る)・も(つ)
1973,勇,,7,力,용,"날래다, 기운이 솟다, 용감하다, 활발하다",ユウ,いさ(む),ヨウ,つよ(い),ユウ・ヨウ,いさ(む)・つよ(い)
1974,幽,,3,幺,유,그윽하다,ユウ,,,かす(か)・くら(い),ユウ,かす(か)・くら(い)
1975,悠,,2.5,心,유,침착하다,ユウ,,,はる(か)・とお(い),ユウ,はる(か)・とお(い)
1976,郵,,5,邑,우,우편,ユウ,,,しゅくば,ユウ,しゅくば
1977,湧,,2,水,용,"솟다, 끓게 하다",ユウ,わ(く),ヨウ,,ユウ・ヨウ,わ(く)
1978,猶,猶,2.5,犬,유,오히려,ユウ,,,なお・なお…(ごとし),ユウ,なお・なお…(ごとし)
1979,裕,,2.5,衣,유,넉넉하다,ユウ,,,ゆた(か)・ひろ(い),ユウ,ゆた(か)・ひろ(い)
1980,遊,遊,8,辵,유,놀다,ユウ・ユ,あそ(ぶ),,すさ(び)・すさ(ぶ),ユウ・ユ,あそ(ぶ)・すさ(び)・すさ(ぶ)
1981,雄,,4,隹,웅,수컷,ユウ,お・おす,,おん・まさ(る),ユウ,お・おす・おん・まさ(る)
1982,誘,,3,言,유,"권하다, 유인하다",ユウ,さそ(う),,いざな(う)・おび(く),ユウ,さそ(う)・いざな(う)・おび(く)
1983,憂,,3,心,우,"걱정, 상심하다, 괴롭다",ユウ,うれ(える)・うれ(い)・う(い),,,ユウ,うれ(える)・うれ(い)・う(い)
1984,融,,2.5,虫,융,녹다,ユウ,,,と(ける)・とお(る),ユウ,と(ける)・とお(る)
1985,優,,5,人,우,"상냥하다, 뛰어나다",ユウ,やさ(しい)・すぐ(れる),ウ,ゆた(か)・まさ(る)・わざおぎ・やわ(らぐ),ユウ・ウ,やさ(しい)・すぐ(れる)・ゆた(か)・まさ(る)・わざおぎ・やわ(らぐ)
1986,与,與,4,一,여,주다,ヨ,あた(える),,くみ(する)・あずか(る),ヨ,あた(える)・くみ(する)・あずか(る)
1987,予,豫,8,亅,예,미리,ヨ,,,あらかじ(め)・かね(て),ヨ,あらかじ(め)・かね(て)
1988,余,餘,6,人,여,남다,ヨ,あま(る)・あま(す),,ほか,ヨ,あま(る)・あま(す)・ほか
1989,誉,譽,4,言,예,명예,ヨ,ほま(れ),,ほ(める),ヨ,ほま(れ)・ほ(める)
1990,預,,5,頁,예,"맡기다, 떠맡다",ヨ,あず(ける)・あず(かる),,あらかじ(め),ヨ,あず(ける)・あず(かる)・あらかじ(め)
1991,幼,,5,幺,유,어리다,ヨウ,おさな(い),ユウ,いとけな(い),ヨウ・ユウ,おさな(い)・いとけな(い)
1992,用,,9,用,용,사용하다,ヨウ,もち(いる),,はたら(き)・もっ(て),ヨウ,もち(いる)・はたら(き)・もっ(て)
1993,羊,,8,羊,양,양,ヨウ,ひつじ,,,ヨウ,ひつじ
1994,妖,,2,女,요,"요괴, 불가사의",ヨウ,あや(しい),,なまめ(かしい)・わざわ(い),ヨウ,あや(しい)・なまめ(かしい)・わざわ(い)
1995,洋,,8,水,양,"큰 바다, 서양",ヨウ,,,うみ・なだ・ひろ(い),ヨウ,うみ・なだ・ひろ(い)
1996,要,,7,襾,요,"필요하다, 가장 중요한 점",ヨウ,かなめ・い(る),,もと(める),ヨウ,かなめ・い(る)・もと(める)
1997,容,,6,宀,용,얼굴,ヨウ,,,かたち・い(れる)・ゆる(す),ヨウ,かたち・い(れる)・ゆる(す)
1998,庸,,2.5,广,용,뽑다,ヨウ,,,もち(いる)・つね・おろ(か)・なん(ぞ),ヨウ,もち(いる)・つね・おろ(か)・なん(ぞ)
1999,揚,,3,手,양,튀기다,ヨウ,あ(げる)・あ(がる),,,ヨウ,あ(げる)・あ(がる)
2000,揺,搖,3,手,요,흔들다,ヨウ,ゆ(れる)・ゆ(る)・ゆ(らぐ)・ゆ(るぐ)・ゆ(する)・ゆ(さぶる)・ゆ(すぶる),,,ヨウ,ゆ(れる)・ゆ(る)・ゆ(らぐ)・ゆ(るぐ)・ゆ(する)・ゆ(さぶる)・ゆ(すぶる)
2001,葉,,8,艸,엽,잎,ヨウ,は,ショウ,かみ・すえ,ヨウ・ショウ,は・かみ・すえ
2002,陽,,8,阜,양,"볕, 해",ヨウ,,,ひ・ひなた・いつわ(る),ヨウ,ひ・ひなた・いつわ(る)
2003,溶,,4,水,용,"녹다, 풀다",ヨウ,と(ける)・と(かす)・と(く),,,ヨウ,と(ける)・と(かす)・と(く)
2004,腰,,4,肉,요,허리,ヨウ,こし,,,ヨウ,こし
2005,様,樣,8,木,양,"모양, 님",ヨウ,さま,,,ヨウ,さま
2006,瘍,,2,疒,양,헐다,ヨウ,,,かさ・できもの,ヨウ,かさ・できもの
2007,踊,,4,足,용,춤추다,ヨウ,おど(る)・おど(り),,,ヨウ,おど(る)・おど(り)
2008,窯,,2.5,穴,요,가마,ヨウ,かま,,,ヨウ,かま
2009,養,,7,食,양,기르다,ヨウ,やしな(う),,,ヨウ,やしな(う)
2010,擁,,3,手,옹,끼다,ヨウ,,,いだ(く)・だ(く)・まも(る),ヨウ,いだ(く)・だ(く)・まも(る)
2011,謡,謠,4,言,요,"가사, 노래하다",ヨウ,うたい・うた(う),,,ヨウ,うたい・うた(う)
2012,曜,曜,9,日,요,요일,ヨウ,,,かがや(く),ヨウ,かがや(く)
2013,抑,,3,手,억,"누르다, 억제하다",ヨク,おさ(える),,ふさ(ぐ)・そもそも,ヨク,おさ(える)・ふさ(ぐ)・そもそも
2014,沃,,2,水,옥,물 대다,ヨク,,オク,そそ(ぐ)・こ(える),ヨク・オク,そそ(ぐ)・こ(える)
2015,浴,,7,水,욕,"목욕, 뒤집어쓰다, 퍼부어지다, 끼얹다",ヨク,あ(びる)・あ(びせる),,ゆあみ,ヨク,あ(びる)・あ(びせる)・ゆあみ
2016,欲,,5,欠,욕,원하다,ヨク,ほっ(する)・ほ(しい),,,ヨク,ほっ(する)・ほ(しい)
2017,翌,翌,5,羽,익,다음,ヨク,,,,ヨク,無し
2018,翼,翼,4,羽,익,"날개, 쪽",ヨク,つばさ,,たす(ける),ヨク,つばさ・たす(ける)
2019,拉,,2,手,랍,압도하다,ラ,,ラツ・ロウ,くじ(く)・ひし(ぐ)・ひしゃ(げる)・ひ(く),ラ・ラツ・ロウ,くじ(く)・ひし(ぐ)・ひしゃ(げる)・ひ(く)
2020,裸,,3,衣,라,"알몸, 벗다",ラ,はだか,,,ラ,はだか
2021,羅,,2.5,网,라,벌이다,ラ,,,あみ・つら(なる)・うすぎぬ,ラ,あみ・つら(なる)・うすぎぬ
2022,来,來,9,木,래,"오다, 초래하다",ライ,く(る)・きた(る)・きた(す),,こ(し)・き(し),ライ,く(る)・きた(る)・きた(す)・こ(し)・き(し)
2023,雷,,4,雨,뢰,"천둥, 우레",ライ,かみなり,,いかずち,ライ,かみなり・いかずち
2024,頼,賴,4,頁,뢰,"부탁하다, 의지하다",ライ,たの(む)・たの(もしい)・たよ(る),,,ライ,たの(む)・たの(もしい)・たよ(る)
2025,絡,,4,糸,락,"잇다, 얽히다",ラク,から(む)・から(まる)・から(める),,まと(う)・から(げる)・つな(ぐ),ラク,から(む)・から(まる)・から(める)・まと(う)・から(げる)・つな(ぐ)
2026,落,,8,艸,락,"떨어지다, 빠지다",ラク,お(ちる)・お(とす),,さと,ラク,お(ちる)・お(とす)・さと
2027,酪,,2.5,酉,락,쇠젖,ラク,,,ちちしる,ラク,ちちしる
2028,辣,,2,辛,랄,맵다,ラツ,,,から(い)・きび(しい)・むご(い),ラツ,から(い)・きび(しい)・むご(い)
2029,乱,亂,5,乙,란,어지러지다,ラン,みだ(れる)・みだ(す),ロン,みだ(りに),ラン・ロン,みだ(れる)・みだ(す)・みだ(りに)
2030,卵,,5,卩,란,"계란, 알",ラン,たまご,,,ラン,たまご
2031,覧,覽,5,見,람,보다,ラン,,,み(る),ラン,み(る)
2032,濫,,3,水,람,넘치다,ラン,,,みだ(れる)・みだ(りに)・う(かべる),ラン,みだ(れる)・みだ(りに)・う(かべる)
2033,藍,,2,艸,람,쪽,ラン,あい,,,ラン,あい
2034,欄,欄,4,木,란,난간,ラン,,,わく・てすり・おばしま・おり,ラン,わく・てすり・おばしま・おり
2035,吏,,3,口,리,벼슬,リ,,,つかさ,リ,つかさ
2036,利,,7,刀,리,"이로움, 발휘하다, 가능하다",リ,き(く),,するど(い)・と(し)・よ(い),リ,き(く)・するど(い)・と(し)・よ(い)
2037,里,,9,里,리,마을,リ,さと,,,リ,さと
2038,理,,9,玉,리,다스리다,リ,,,ことわり・すじ・おさ(める),リ,ことわり・すじ・おさ(める)
2039,痢,,2.5,疒,리,병,リ,,,,リ,無し
2040,裏,,5,衣,리,"속, 뒤",リ,うら,,うち,リ,うら・うち
2041,履,,2.5,尸,리,"행하다, 신다",リ,は(く),,くつ・ふ(む),リ,は(く)・くつ・ふ(む)
2042,璃,,2,玉,리,유리,リ,,,,リ,無し
2043,離,,4,隹,리,"떨어지다, 떼다, 거리두다",リ,はな(れる)・はな(す),,か(る)・つ(く)・なら(ぶ)・かか(る),リ,はな(れる)・はな(す)・か(る)・つ(く)・なら(ぶ)・かか(る)
2044,陸,,7,阜,륙,"땅, 6",リク,,ロク,おか・くが,リク・ロク,おか・くが
2045,立,,10,立,립,"일어서다, 세우다, 리터",リツ・リュウ,た(つ)・た(てる),,リットル,リツ・リュウ,た(つ)・た(てる)・リットル
2046,律,,5,彳,률,법칙,リツ・リチ,,,のり・のっと(る),リツ・リチ,のり・のっと(る)
2047,慄,,2,心,률,두려워하다,リツ,,,おそ(れる)・おのの(く),リツ,おそ(れる)・おのの(く)
2048,略,,6,田,략,줄이다,リャク,,,はか(る)・はかりごと・おか(す)・はぶ(く)・ほぼ・おさ(める),リャク,はか(る)・はかりごと・おか(す)・はぶ(く)・ほぼ・おさ(める)
2049,柳,,2.5,木,류,버드나무,リュウ,やなぎ,,,リュウ,やなぎ
2050,流,,8,水,류,흐르다,リュウ・ル,なが(れる)・なが(す),,,リュウ・ル,なが(れる)・なが(す)
2051,留,,6,田,류,"머물다, 고정하다",リュウ・ル,と(める)・と(まる),,とど(まる),リュウ・ル,と(める)・と(まる)・とど(まる)
2052,竜,龍,2.5,竜,룡,용,リュウ,たつ,リョウ・リン,,リュウ・リョウ・リン,たつ
2053,粒,,4,米,립,낱알,リュウ,つぶ,,,リュウ,つぶ
2054,隆,隆,3,阜,륭,높다,リュウ,,,たか(い)・さか(ん),リュウ,たか(い)・さか(ん)
2055,硫,,2.5,石,류,유황,リュウ,,ル,,リュウ・ル,無し
2056,侶,,2,人,려,짝,リョ,,ロ,とも,リョ・ロ,とも
2057,旅,旅,8,方,려,여행,リョ,たび,ロ,いくさ,リョ・ロ,たび・いくさ
2058,虜,虜,2.5,虍,로,사로잡다,リョ,,ロ,とりこ・しもべ・えびす,リョ・ロ,とりこ・しもべ・えびす
2059,慮,,4,心,려,생각하다,リョ,,,おもんぱか(る),リョ,おもんぱか(る)
2060,了,,3,亅,료,마치다,リョウ,,,お(わる)・しま(う)・さと(る),リョウ,お(わる)・しま(う)・さと(る)
2061,両,兩,8,一,량,둘,リョウ,,,ふた(つ),リョウ,ふた(つ)
2062,良,,7,艮,량,좋다,リョウ,よ(い),,やや,リョウ,よ(い)・やや
2063,料,,7,斗,료,"요금, 재료",リョウ,,,はか(る),リョウ,はか(る)
2064,涼,,2.5,水,량,선선하다,リョウ,すず(しい)・すず(む),,うす(い),リョウ,すず(しい)・すず(む)・うす(い)
2065,猟,獵,3,犬,렵,사냥,リョウ,,,か(る)・か(り),リョウ,か(る)・か(り)
2066,陵,,3,阜,릉,언덕,リョウ,みささぎ,,おか・しの(ぐ),リョウ,みささぎ・おか・しの(ぐ)
2067,量,,7,里,량,"양, 재다",リョウ,はか(る),,かさ・ちから,リョウ,はか(る)・かさ・ちから
2068,僚,,2.5,人,료,동료,リョウ,,,とも・つかさ,リョウ,とも・つかさ
2069,領,,6,頁,령,거느리다,リョウ,,,おさ(める)・う(ける)・かなめ・かしら・うなじ・えり,リョウ,おさ(める)・う(ける)・かなめ・かしら・うなじ・えり
2070,寮,,2.5,宀,료,기숙사,リョウ,,,つかさ,リョウ,つかさ
2071,療,,4,疒,료,치료,リョウ,,,い(やす),リョウ,い(やす)
2072,瞭,,2,目,료,밝다,リョウ,,,あき(らか),リョウ,あき(らか)
2073,糧,,3,米,량,식량,リョウ・ロウ,かて,,,リョウ・ロウ,かて
2074,力,,10,力,력,힘,リョク・リキ,ちから,,つと(める),リョク・リキ,ちから・つと(める)
2075,緑,綠,8,糸,록,초록,リョク・ロク,みどり,,,リョク・ロク,みどり
2076,林,,10,木,림,숲,リン,はやし,,おお(い),リン,はやし・おお(い)
2077,厘,,3,厂,리,리,リン,,,,リン,無し
2078,倫,,2.5,人,륜,윤리,リン,,,みち・たぐい・つい(で),リン,みち・たぐい・つい(で)
2079,輪,,7,車,륜,바퀴,リン,わ,,,リン,わ
2080,隣,隣鄰,4,阜,린,"이웃, 옆",リン,とな(る)・となり,,,リン,とな(る)・となり
2081,臨,,5,臣,림,임하다,リン,のぞ(む),,,リン,のぞ(む)
2082,瑠,,2,玉,류,유리,ル,,,,ル,無し
2083,涙,淚,4,水,루,눈물,ルイ,なみだ,,,ルイ,なみだ
2084,累,,2.5,糸,루,여러,ルイ,,,しば(る)・かさ(ねる)・かさ(なる)・しき(りに)・わずら(わす),ルイ,しば(る)・かさ(ねる)・かさ(なる)・しき(りに)・わずら(わす)
2085,塁,壘,2.5,土,루,보루,ルイ,,,とりで・かさ(ねる),ルイ,とりで・かさ(ねる)
2086,類,類,7,頁,류,부류,ルイ,たぐ(い),,たぐい・たぐ(える)・に(る),ルイ,たぐ(い)・たぐい・たぐ(える)・に(る)
2087,令,,7,人,령,명령,レイ,,リョウ,いいつけ・おさ・よ(い),レイ・リョウ,いいつけ・おさ・よ(い)
2088,礼,禮,8,示,례,예절,レイ・ライ,,,のり・うやま(う),レイ・ライ,のり・うやま(う)
2089,冷,,7,冫,랭,"차갑다, 식다",レイ,つめ(たい)・ひ(える)・ひ(や)・ひ(やす)・ひ(やかす)・さ(める)・さ(ます),,,レイ,つめ(たい)・ひ(える)・ひ(や)・ひ(やす)・ひ(やかす)・さ(める)・さ(ます)
2090,励,勵,3,力,려,"힘쓰다, 격려하다",レイ,はげ(む)・はげ(ます),,,レイ,はげ(む)・はげ(ます)
2091,戻,戾,2.5,戸,려,"되돌리다, 돌려주다",レイ,もど(す)・もど(る),,もと(る)・いた(る),レイ,もど(す)・もど(る)・もと(る)・いた(る)
2092,例,,7,人,례,"예, 예를 들다",レイ,たと(える),,たぐい・ためし,レイ,たと(える)・たぐい・ためし
2093,鈴,,2.5,金,령,방울,レイ・リン,すず,,,レイ・リン,すず
2094,零,,3,雨,령,"0, 떨어지다",レイ,,,お(ちる)・ふ(る)・こぼ(れる)・あま(り)・ゼロ,レイ,お(ちる)・ふ(る)・こぼ(れる)・あま(り)・ゼロ
2095,霊,靈,3,雨,령,혼,レイ・リョウ,たま,,たましい・よ(い),レイ・リョウ,たま・たましい・よ(い)
2096,隷,隸,4,隶,례,종,レイ,,,したが(う)・しもべ,レイ,したが(う)・しもべ
2097,齢,齡,4,歯,령,나이,レイ,,,よわい・とし,レイ,よわい・とし
2098,麗,,4,鹿,려,곱다,レイ,うるわ(しい),リ,うら(ら)・うら(らか)・なら(ぶ)・つら(なる),レイ・リ,うるわ(しい)・うら(ら)・うら(らか)・なら(ぶ)・つら(なる)
2099,暦,曆,4,日,력,달력,レキ,こよみ,リャク,,レキ・リャク,こよみ
2100,歴,歷,6,止,력,역사,レキ,,リャク,へ(る),レキ・リャク,へ(る)
2101,列,,8,刀,렬,행렬,レツ,,,つら(ねる)・つら(なる)・なら(べる),レツ,つら(ねる)・つら(なる)・なら(べる)
2102,劣,,4,力,렬,뒤떨어지다,レツ,おと(る),,いや(しい),レツ,おと(る)・いや(しい)
2103,烈,,4,火,렬,뜨겁다,レツ,,,はげ(しい),レツ,はげ(しい)
2104,裂,,3,衣,렬,찟다,レツ,さ(く)・さ(ける),,きれ,レツ,さ(く)・さ(ける)・きれ
2105,恋,戀,4,心,련,"사랑, 그리워하다",レン,こ(う)・こい・こい(しい),,,レン,こ(う)・こい・こい(しい)
2106,連,連,7,辵,련,"연속, 줄 지어있다, 데리고 가다",レン,つら(なる)・つら(ねる)・つ(れる),,しき(りに),レン,つら(なる)・つら(ねる)・つ(れる)・しき(りに)
2107,廉,廉,3,广,렴,청렴,レン,,,いさぎよ(い)・やす(い)・かど,レン,いさぎよ(い)・やす(い)・かど
2108,練,練,8,糸,련,"익히다, 다듬다",レン,ね(る),,ねりぎぬ,レン,ね(る)・ねりぎぬ
2109,錬,鍊,3,金,련,단련하다,レン,,,ね(る),レン,ね(る)
2110,呂,,2,口,려,음률,ロ,,リョ,,ロ・リョ,無し
2111,炉,爐,3,火,로,화로,ロ,,,いろり・ひばち,ロ,いろり・ひばち
2112,賂,,2,貝,뢰,뇌물,ロ,,,まいな(う)・まいな(い),ロ,まいな(う)・まいな(い)
2113,路,,8,足,로,길,ロ,じ,,みち・くるま,ロ,じ・みち・くるま
2114,露,,4,雨,로,"이슬, 드러내다",ロ・ロウ,つゆ,,あらわ(れる)・あらわ,ロ・ロウ,つゆ・あらわ(れる)・あらわ
2115,老,,7,耂,로,늙다,ロウ,お(いる)・ふ(ける),,,ロウ,お(いる)・ふ(ける)
2116,労,勞,7,力,로,"일, 위로하다, 치하하다",ロウ,,,はたら(く)・つか(れる)・いたわ(る)・ねぎら(う),ロウ,はたら(く)・つか(れる)・いたわ(る)・ねぎら(う)
2117,弄,,2,廾,롱,"가지고 놀다, 희롱하다",ロウ,もてあそ(ぶ),,いじ(る)・いじく(る)・いら(う)・あなど(る)・たわむ(れる),ロウ,もてあそ(ぶ)・いじ(る)・いじく(る)・いら(う)・あなど(る)・たわむ(れる)
2118,郎,郞,4,邑,랑,사내,ロウ,,,おとこ,ロウ,おとこ
2119,朗,朗,5,月,랑,밝다,ロウ,ほが(らか),,あき(らか)・たか(らか),ロウ,ほが(らか)・あき(らか)・たか(らか)
2120,浪,,3,水,랑,파도,ロウ,,ラン,なみ・みだ(りに),ロウ・ラン,なみ・みだ(りに)
2121,廊,廊,3,广,랑,복도,ロウ,,,わたどの,ロウ,わたどの
2122,楼,樓,3,木,루,다락,ロウ,,,たかどの・やぐら,ロウ,たかどの・やぐら
2123,漏,,3,水,루,새다,ロウ,も(る)・も(れる)・も(らす),,,ロウ,も(る)・も(れる)・も(らす)
2124,籠,,2,竹,롱,"바구니, 틀어 박히다",ロウ,かご・こ(もる),ル,,ロウ・ル,かご・こ(もる)
2125,六,,10,八,"륙, 육","6, 여섯",ロク,む・む(つ)・むっ(つ)・むい,リク,,ロク・リク,む・む(つ)・むっ(つ)・むい
2126,録,錄,7,金,록,기록,ロク,,リョク,しる(す),ロク・リョク,しる(す)
2127,麓,,2,木,록,산기슭,ロク,ふもと,,,ロク,ふもと
